"emp_no","first_name","last_name","title","from_date","to_date"
231741,"Toong","Remmele","Engineer","1997-03-20","9999-01-01"
231754,"Yannis","Stemann","Staff","1998-01-29","9999-01-01"
231810,"Leandro","Kamble","Staff","1998-05-21","9999-01-01"
231821,"Goh","Schwabacher","Staff","1997-01-05","9999-01-01"
231828,"Mitsuyuki","Servieres","Senior Engineer","1995-01-12","9999-01-01"
231841,"Etsuo","Speek","Senior Staff","1998-12-16","9999-01-01"
231856,"Suzette","Remmele","Engineer","1995-11-09","9999-01-01"
231857,"Breannda","Erev","Staff","2000-01-08","9999-01-01"
231861,"Apostol","Raoux","Engineer","1995-05-11","2002-05-11"
231861,"Apostol","Raoux","Senior Engineer","2002-05-11","9999-01-01"
231882,"Florian","Bolsens","Senior Staff","1999-11-15","9999-01-01"
231897,"Masamitsu","Engberts","Assistant Engineer","1998-03-03","9999-01-01"
231904,"Nahum","Ponthieu","Engineer","1998-08-16","9999-01-01"
231908,"Mircea","Bahl","Staff","1995-12-04","9999-01-01"
231945,"Perry","Isaac","Staff","1995-09-06","9999-01-01"
231972,"Adib","Eickenmeyer","Engineer","1996-05-05","2002-05-05"
231972,"Adib","Eickenmeyer","Senior Engineer","2002-05-05","9999-01-01"
231985,"Kiyomitsu","Swiler","Senior Staff","1998-07-05","9999-01-01"
232005,"Mario","Iisaku","Staff","1999-12-28","9999-01-01"
232011,"Karsten","Simkin","Engineer","1998-05-26","9999-01-01"
232013,"Hidde","Falby","Staff","1996-07-10","9999-01-01"
232034,"Patricio","Marrakchi","Engineer","1996-02-15","9999-01-01"
232041,"Vidya","Demir","Technique Leader","1995-09-12","9999-01-01"
232043,"Marie","Rijckaert","Engineer","1999-09-20","9999-01-01"
232064,"Kwok","Collette","Engineer","1996-08-07","9999-01-01"
232065,"Berto","Kohling","Staff","1999-07-03","9999-01-01"
232077,"Xiaoqiu","Cyne","Staff","1997-09-27","9999-01-01"
232079,"Geoffrey","Geffroy","Staff","1998-01-03","9999-01-01"
232081,"Shigehito","Baaleh","Assistant Engineer","1996-01-08","2002-01-07"
232081,"Shigehito","Baaleh","Engineer","2002-01-07","9999-01-01"
232083,"Ebru","Wissmann","Staff","1996-03-04","9999-01-01"
232093,"Sadun","Keustermans","Engineer","1999-06-15","9999-01-01"
232101,"Along","Chaudhury","Senior Staff","2002-02-07","9999-01-01"
232101,"Along","Chaudhury","Staff","1997-02-07","2002-02-07"
232120,"Katsuyuki","Mungall","Senior Staff","2002-06-25","9999-01-01"
232120,"Katsuyuki","Mungall","Staff","1996-06-25","2002-06-25"
232128,"Tokuyasu","DeMori","Assistant Engineer","1995-03-20","2001-03-19"
232128,"Tokuyasu","DeMori","Engineer","2001-03-19","9999-01-01"
232129,"Izaskun","Parhami","Engineer","1996-09-04","9999-01-01"
232136,"Van","Birnbaum","Staff","1999-11-11","9999-01-01"
232145,"Kazunori","Remmele","Staff","1999-08-25","9999-01-01"
232148,"Yakkov","Theuretzbacher","Engineer","1997-12-02","9999-01-01"
232151,"Mohammad","Heuser","Senior Engineer","1999-05-13","9999-01-01"
232152,"Mayumi","Paludetto","Senior Staff","2001-07-31","9999-01-01"
232152,"Mayumi","Paludetto","Staff","1995-08-01","2001-07-31"
232167,"Bartek","Hockney","Senior Staff","2001-03-04","9999-01-01"
232167,"Bartek","Hockney","Staff","1996-03-04","2001-03-04"
232169,"Alois","Jiang","Staff","1999-05-08","9999-01-01"
232172,"Fumiko","Jullig","Assistant Engineer","1998-07-28","9999-01-01"
232173,"Lech","Kolvik","Senior Engineer","1997-12-23","9999-01-01"
232191,"Khaled","Hoppenstand","Engineer","1997-08-25","9999-01-01"
232193,"Michaela","Streng","Engineer","1998-09-28","9999-01-01"
232199,"Goncalo","Heinisuo","Staff","1998-01-19","9999-01-01"
232224,"Feiyu","Willoner","Engineer","1998-05-23","9999-01-01"
232283,"Hausi","Kalafatis","Staff","1995-01-03","9999-01-01"
232285,"Dzung","Kawashimo","Engineer","1995-02-20","9999-01-01"
232290,"Ulises","Marquardt","Engineer","1995-03-28","9999-01-01"
232292,"Vitali","Panangaden","Senior Engineer","1997-12-22","9999-01-01"
232299,"Yunming","Ambroszkiewicz","Senior Engineer","1996-10-20","9999-01-01"
232318,"Gudjon","Spieker","Engineer","1996-02-03","9999-01-01"
232324,"Hidefumi","Yeung","Staff","1998-09-19","9999-01-01"
232330,"Eben","Kohling","Assistant Engineer","1999-01-16","9999-01-01"
232331,"Marla","Leijenhorst","Staff","1998-11-07","9999-01-01"
232333,"Irene","Isaak","Engineer","1998-01-14","9999-01-01"
232350,"Subir","Lammel","Engineer","1998-01-26","9999-01-01"
232368,"Minghong","Zhiwei","Engineer","1995-09-07","9999-01-01"
232414,"Kwok","Leaver","Senior Staff","1995-08-05","9999-01-01"
232433,"Arlette","Ghandeharizadeh","Technique Leader","1999-01-29","9999-01-01"
232443,"Mart","Szilard","Engineer","1997-09-05","9999-01-01"
232461,"Shaleah","Gilg","Staff","1995-10-17","9999-01-01"
232510,"Xiaobin","Hemaspaandra","Staff","1995-01-19","9999-01-01"
232533,"Fuqing","Peot","Senior Engineer","1998-06-14","9999-01-01"
232535,"Aimee","Rullman","Senior Staff","1998-12-20","9999-01-01"
232562,"Nathan","Vigier","Staff","1997-05-11","9999-01-01"
232576,"Erez","Minakawa","Senior Staff","1998-07-09","9999-01-01"
232579,"Margo","Delgrossi","Senior Staff","2001-04-06","9999-01-01"
232579,"Margo","Delgrossi","Staff","1996-04-06","2001-04-06"
232581,"Gio","Delaune","Engineer","1996-01-22","2002-01-21"
232581,"Gio","Delaune","Senior Engineer","2002-01-21","9999-01-01"
232633,"Eran","Sigstam","Senior Staff","1999-03-20","9999-01-01"
232642,"Kenton","Henders","Senior Staff","2002-06-26","9999-01-01"
232642,"Kenton","Henders","Staff","1996-06-26","2002-06-26"
232643,"Samphel","Casperson","Assistant Engineer","1997-09-07","9999-01-01"
232658,"Rildo","Terlouw","Senior Staff","2001-06-08","9999-01-01"
232658,"Rildo","Terlouw","Staff","1996-06-08","2001-06-08"
232668,"Shaibal","Demir","Engineer","1999-12-31","9999-01-01"
232678,"Shounak","Bolotov","Engineer","1997-11-03","9999-01-01"
232687,"Danae","Farrow","Senior Staff","1997-08-14","9999-01-01"
232705,"Keiichiro","Erez","Assistant Engineer","1998-10-25","9999-01-01"
232726,"Ewing","Benaini","Senior Staff","1995-06-01","9999-01-01"
232741,"Marc","Chimia","Engineer","1997-09-27","9999-01-01"
232761,"Takushi","Michaeli","Staff","1997-10-01","9999-01-01"
232763,"Zijian","Thorelli","Engineer","1997-05-19","9999-01-01"
232769,"Serif","Otillio","Engineer","1997-03-20","9999-01-01"
232774,"Sailaja","Attimonelli","Engineer","1999-05-18","9999-01-01"
232777,"Valery","Lanphier","Senior Engineer","1997-01-24","9999-01-01"
232779,"Weiyi","Heemskerk","Engineer","1997-10-19","9999-01-01"
232824,"Yishai","Rebaine","Engineer","1997-05-02","9999-01-01"
232827,"Mahendra","Ebeling","Engineer","1997-09-28","9999-01-01"
232839,"Akhilish","Stentiford","Engineer","1999-08-08","9999-01-01"
232871,"Leif","Bauknecht","Senior Staff","1996-01-18","9999-01-01"
232901,"Guther","Siepmann","Senior Engineer","1995-04-04","9999-01-01"
232915,"Jaideep","Ballarin","Staff","1995-02-22","9999-01-01"
232916,"Kazuhiko","Guardalben","Staff","1996-05-18","9999-01-01"
232944,"Arvind","Lamba","Staff","1999-06-25","9999-01-01"
232954,"Basil","Ramaiah","Staff","1998-05-09","9999-01-01"
232969,"Sudharsan","Adachi","Staff","1997-08-24","9999-01-01"
232981,"Guiseppe","Schurmann","Technique Leader","1999-03-26","9999-01-01"
232985,"Vivian","Curless","Senior Engineer","1997-05-04","9999-01-01"
232999,"Feipei","Comyn","Engineer","1998-02-07","9999-01-01"
233043,"Laurentiu","Reutenauer","Staff","1996-11-19","9999-01-01"
233044,"Somnath","Samarati","Engineer","1996-07-02","9999-01-01"
233045,"Woody","Seuren","Engineer","1996-12-09","9999-01-01"
233057,"Sibyl","Molenaar","Engineer","1996-08-30","9999-01-01"
233060,"Indrajit","Serre","Staff","1997-01-29","9999-01-01"
233066,"Laurentiu","Grandbois","Senior Engineer","1996-03-05","9999-01-01"
233068,"Seongbae","Alpin","Staff","2000-01-02","9999-01-01"
233081,"Aluzio","Matteis","Technique Leader","1999-10-10","9999-01-01"
233090,"Marsja","Lowrie","Engineer","1996-07-06","9999-01-01"
233092,"Somnath","Prampolini","Engineer","1995-03-03","9999-01-01"
233105,"Gaetan","Alvarado","Assistant Engineer","1998-10-25","9999-01-01"
233108,"Aria","Jervis","Engineer","1998-04-01","9999-01-01"
233128,"Janche","Gyimothy","Senior Staff","2000-04-06","9999-01-01"
233128,"Janche","Gyimothy","Staff","1995-04-07","2000-04-06"
233173,"Mario","Bolotov","Engineer","1997-09-17","9999-01-01"
233186,"Gritta","Muchinsky","Engineer","1995-11-08","9999-01-01"
233191,"Premsyl","Gien","Staff","1997-06-08","9999-01-01"
233195,"Breannda","Matzov","Senior Staff","2002-05-14","9999-01-01"
233195,"Breannda","Matzov","Staff","1997-05-14","2002-05-14"
233203,"Shunichi","Hedayat","Engineer","1996-03-12","9999-01-01"
233204,"Sanjay","Siepmann","Assistant Engineer","1999-01-06","9999-01-01"
233246,"Yuping","Murthy","Staff","1996-01-06","9999-01-01"
233266,"Zhenhua","Matzel","Staff","1996-09-25","9999-01-01"
233268,"Jiakeng","Tagansky","Engineer","1999-02-10","9999-01-01"
233282,"Martijn","Wossner","Staff","1998-11-26","9999-01-01"
233283,"Alair","Frijda","Engineer","1998-01-02","9999-01-01"
233288,"Chanjung","Lupu","Senior Staff","1997-09-24","9999-01-01"
233289,"Palash","Glinert","Senior Engineer","1998-12-30","9999-01-01"
233293,"Toong","Chachaty","Engineer","1996-08-08","9999-01-01"
233298,"Fumino","Encarnacion","Staff","1997-11-10","9999-01-01"
233304,"Saddek","Sudbeck","Staff","1998-01-24","9999-01-01"
233316,"Yoshimitsu","Denis","Senior Staff","2001-10-01","9999-01-01"
233316,"Yoshimitsu","Denis","Staff","1995-10-02","2001-10-01"
233334,"Selwyn","Lieblein","Engineer","1997-05-05","9999-01-01"
233359,"Shaowen","Magalhaes","Engineer","1998-06-07","9999-01-01"
233360,"Zita","Leuchs","Staff","1995-07-17","9999-01-01"
233371,"Samphel","Schrift","Engineer","1996-08-24","9999-01-01"
233372,"Satyanarayana","Muhlberg","Engineer","1998-09-10","9999-01-01"
233387,"Shaowei","Arlazarov","Senior Engineer","1997-06-10","9999-01-01"
233393,"Reuven","Choobineh","Staff","1999-12-14","9999-01-01"
233417,"Tzu","Hofting","Senior Engineer","1999-02-25","9999-01-01"
233419,"Serif","Hitomi","Staff","1999-02-24","9999-01-01"
233420,"Chikako","Ranst","Engineer","1999-04-10","9999-01-01"
233426,"Etsuo","Usery","Engineer","1995-03-02","2000-03-01"
233426,"Etsuo","Usery","Senior Engineer","2000-03-01","9999-01-01"
233428,"Shaowen","Luce","Senior Staff","2000-04-06","9999-01-01"
233428,"Shaowen","Luce","Staff","1995-04-07","2000-04-06"
233440,"Fen","Antonakopoulos","Staff","1996-11-08","9999-01-01"
233444,"Chanjung","Rebaine","Senior Staff","2002-02-09","9999-01-01"
233444,"Chanjung","Rebaine","Staff","1995-02-09","2002-02-09"
233449,"Masali","Matzel","Engineer","1997-01-22","9999-01-01"
233457,"Valeri","Ciolek","Engineer","1998-07-03","9999-01-01"
233473,"Ioana","Denna","Senior Staff","1999-11-02","9999-01-01"
233480,"Manu","Hofting","Senior Engineer","1996-06-06","9999-01-01"
233483,"Kiyomitsu","Varman","Engineer","1996-12-16","2001-12-16"
233483,"Kiyomitsu","Varman","Senior Engineer","2001-12-16","9999-01-01"
233514,"Sumant","Khamsi","Assistant Engineer","1996-03-28","9999-01-01"
233532,"Kamakshi","Aloisi","Senior Staff","2001-06-06","9999-01-01"
233532,"Kamakshi","Aloisi","Staff","1996-06-06","2001-06-06"
233542,"Alain","Wielonsky","Technique Leader","1999-04-27","9999-01-01"
233546,"Hiroyasu","Rijsenbrij","Engineer","1995-10-16","9999-01-01"
233558,"Weiwu","Gente","Engineer","1999-05-11","9999-01-01"
233560,"Lene","Hiraishi","Technique Leader","1995-09-03","9999-01-01"
233573,"Khatoun","Boissier","Senior Staff","2002-05-08","9999-01-01"
233573,"Khatoun","Boissier","Staff","1997-05-08","2002-05-08"
233575,"Ult","Gladwell","Senior Staff","1995-12-16","9999-01-01"
233577,"Duangkaew","Llado","Staff","1996-03-09","9999-01-01"
233578,"Froduald","Lorys","Assistant Engineer","1999-06-03","9999-01-01"
233620,"Hercules","Luders","Engineer","1998-12-07","9999-01-01"
233628,"Gina","Serdy","Engineer","1996-06-08","2002-06-08"
233628,"Gina","Serdy","Senior Engineer","2002-06-08","9999-01-01"
233636,"Munehiko","Molenkamp","Staff","1999-05-14","9999-01-01"
233641,"Abdelghani","Hebert","Staff","1995-11-15","9999-01-01"
233643,"Takahito","Birge","Engineer","1997-07-03","2002-07-03"
233643,"Takahito","Birge","Senior Engineer","2002-07-03","9999-01-01"
233644,"Arie","Khalid","Engineer","1996-03-28","9999-01-01"
233677,"Abdelaziz","Daescu","Staff","1995-04-10","9999-01-01"
233680,"Ranga","Hennings","Engineer","1999-04-06","9999-01-01"
233684,"Shahar","Gomatam","Staff","1996-11-28","9999-01-01"
233688,"Changho","Gopalakrishnan","Staff","1995-03-27","9999-01-01"
233792,"Kaijung","Sudbeck","Engineer","1996-01-20","9999-01-01"
233794,"JoAnne","Perl","Staff","1997-10-20","9999-01-01"
233803,"Eran","Asser","Staff","1996-11-19","9999-01-01"
233807,"Gaurav","Kobuchi","Engineer","2000-01-09","9999-01-01"
233813,"Behnaam","Menyhert","Assistant Engineer","1996-09-22","2001-09-22"
233813,"Behnaam","Menyhert","Engineer","2001-09-22","9999-01-01"
233845,"Baziley","Hiyoshi","Senior Staff","1999-03-04","9999-01-01"
233854,"Charlene","Yurek","Technique Leader","1997-04-13","9999-01-01"
233856,"Wuxu","Viele","Engineer","1996-12-16","2001-12-16"
233856,"Wuxu","Viele","Senior Engineer","2001-12-16","9999-01-01"
233865,"Yefim","Mundy","Staff","1998-05-03","9999-01-01"
233883,"Yucel","Zweizig","Engineer","1995-11-11","2001-11-10"
233883,"Yucel","Zweizig","Senior Engineer","2001-11-10","9999-01-01"
233900,"Vojin","Caine","Engineer","1995-03-15","9999-01-01"
233903,"Idoia","Rosch","Engineer","1998-04-27","9999-01-01"
233908,"Adel","Sullins","Senior Staff","2002-07-23","9999-01-01"
233908,"Adel","Sullins","Staff","1997-07-23","2002-07-23"
233918,"Mitchel","Chaudhury","Senior Staff","1996-09-15","9999-01-01"
233923,"Dekang","Thebaut","Senior Staff","2001-09-21","9999-01-01"
233923,"Dekang","Thebaut","Staff","1996-09-21","2001-09-21"
233928,"Prodip","Brickell","Engineer","1996-06-23","9999-01-01"
233959,"Lucian","Cheshire","Engineer","1997-06-03","9999-01-01"
233967,"Mokhtar","Binkley","Engineer","1999-02-23","9999-01-01"
233986,"Janche","Cannard","Senior Staff","2001-08-15","9999-01-01"
233986,"Janche","Cannard","Staff","1995-08-16","2001-08-15"
233996,"Toney","Asser","Engineer","1999-05-28","9999-01-01"
233999,"Felicidad","Levergood","Engineer","1999-06-06","9999-01-01"
234008,"Mantis","Showalter","Staff","1996-05-10","9999-01-01"
234011,"Xiaoshan","Reinhart","Assistant Engineer","1995-11-25","2001-11-24"
234011,"Xiaoshan","Reinhart","Engineer","2001-11-24","9999-01-01"
234019,"Venkatesan","Beeson","Staff","1999-06-18","9999-01-01"
234051,"Valeri","Katzenelson","Senior Engineer","1995-04-21","9999-01-01"
234058,"Valter","Tiemann","Assistant Engineer","1999-07-31","9999-01-01"
234071,"Souichi","Serre","Senior Staff","1995-06-08","9999-01-01"
234085,"Oksana","Hooghiemstra","Engineer","1996-06-24","2001-06-24"
234085,"Oksana","Hooghiemstra","Senior Engineer","2001-06-24","9999-01-01"
234086,"Utpal","Rusmann","Staff","1999-11-12","9999-01-01"
234093,"Nagui","Demos","Senior Engineer","1999-11-04","9999-01-01"
234110,"Ger","Talmor","Senior Engineer","1999-07-21","9999-01-01"
234111,"Candida","Matheson","Staff","1998-04-15","9999-01-01"
234121,"Xuedong","Magalhaes","Senior Staff","1995-11-22","9999-01-01"
234123,"Pintsang","Ratzlaff","Staff","1999-11-23","9999-01-01"
234126,"Divier","Rouquie","Engineer","1995-01-05","2001-01-04"
234126,"Divier","Rouquie","Senior Engineer","2001-01-04","9999-01-01"
234134,"Sadegh","Stiles","Staff","1996-11-12","9999-01-01"
234137,"Arne","Dalphin","Senior Engineer","1997-10-07","9999-01-01"
234139,"Subir","Zweizig","Engineer","1999-04-10","9999-01-01"
234164,"Mayumi","Esteva","Senior Staff","2000-02-13","9999-01-01"
234164,"Mayumi","Esteva","Staff","1995-02-13","2000-02-13"
234169,"Vitaly","Kaiserswerth","Senior Staff","2000-12-23","9999-01-01"
234169,"Vitaly","Kaiserswerth","Staff","1995-12-24","2000-12-23"
234200,"Nikolaos","Varman","Senior Engineer","1995-11-18","9999-01-01"
234206,"Shrikanth","Grospietsch","Engineer","1998-06-27","9999-01-01"
234209,"KayLiang","Heydon","Assistant Engineer","1998-08-25","9999-01-01"
234220,"Gill","Rajala","Technique Leader","1997-02-08","9999-01-01"
234239,"Naraig","Ramsey","Staff","1997-08-17","9999-01-01"
234250,"Berni","Mandell","Staff","1997-08-22","9999-01-01"
234257,"Nevin","Rettelbach","Engineer","1997-07-08","9999-01-01"
234260,"Howell","Curless","Technique Leader","1999-03-14","9999-01-01"
234263,"Cheong","Zallocco","Senior Staff","1995-07-28","9999-01-01"
234280,"Margo","Barinka","Engineer","1998-05-03","9999-01-01"
234299,"Felicidad","Speckmann","Senior Staff","1995-06-11","9999-01-01"
234303,"Yongqiao","Ulupinar","Staff","1998-01-07","9999-01-01"
234318,"Berthier","Middleton","Engineer","1998-01-27","9999-01-01"
234322,"Shaleah","Junet","Assistant Engineer","1996-01-18","9999-01-01"
234345,"Irene","Vakili","Engineer","1998-09-11","9999-01-01"
234350,"Danil","Prochazka","Staff","1996-11-03","9999-01-01"
234368,"Tzu","Unni","Assistant Engineer","1998-09-07","9999-01-01"
234385,"Fox","McClure","Staff","1998-05-16","9999-01-01"
234388,"Arvin","Thiria","Engineer","1997-02-24","2002-02-24"
234388,"Arvin","Thiria","Senior Engineer","2002-02-24","9999-01-01"
234392,"Jixiang","Yemenis","Engineer","1995-02-28","9999-01-01"
234407,"Chuanyi","Ghazalie","Technique Leader","1996-04-04","9999-01-01"
234408,"Fumino","Skrikant","Senior Staff","2002-07-13","9999-01-01"
234408,"Fumino","Skrikant","Staff","1995-07-13","2002-07-13"
234413,"Weiyi","Reinhart","Staff","1996-07-02","9999-01-01"
234441,"Goa","Alpin","Engineer","1998-01-27","9999-01-01"
234444,"Anestis","Herber","Staff","1999-10-14","9999-01-01"
234470,"Christ","Yoshimura","Engineer","1998-02-28","9999-01-01"
234480,"Seongbin","Heyers","Senior Staff","1998-05-07","9999-01-01"
234493,"Zissis","Koyama","Engineer","1995-12-05","9999-01-01"
234542,"Udo","Awdeh","Senior Staff","1997-04-29","9999-01-01"
234558,"Masaki","Katiyar","Engineer","1996-01-30","9999-01-01"
234586,"Ekawit","Erbe","Senior Staff","1997-07-09","9999-01-01"
234637,"Zijian","Leonhardt","Engineer","1998-09-19","9999-01-01"
234647,"Zhiguo","Hebden","Senior Engineer","1995-04-13","9999-01-01"
234653,"Feixiong","Ladret","Senior Staff","2001-09-04","9999-01-01"
234653,"Feixiong","Ladret","Staff","1995-09-05","2001-09-04"
234670,"Kwangyoen","McClurg","Staff","1998-01-08","9999-01-01"
234678,"Juichirou","Laventhal","Engineer","1997-09-12","9999-01-01"
234692,"Haldon","Sidhu","Senior Staff","2001-03-04","9999-01-01"
234692,"Haldon","Sidhu","Staff","1995-03-05","2001-03-04"
234696,"Maik","Schmittgen","Engineer","1998-05-03","9999-01-01"
234705,"Khun","Rahier","Senior Staff","1998-02-24","9999-01-01"
234723,"Jasminko","Anily","Technique Leader","1996-12-04","9999-01-01"
234724,"Martina","Keohane","Senior Staff","1997-08-08","9999-01-01"
234726,"Arnd","Sevcikova","Senior Staff","2002-04-10","9999-01-01"
234726,"Arnd","Sevcikova","Staff","1995-04-10","2002-04-10"
234749,"Salvador","Maksimenko","Engineer","1998-06-13","9999-01-01"
234760,"Kazuyasu","Rothenberg","Engineer","1995-05-18","2001-05-17"
234760,"Kazuyasu","Rothenberg","Senior Engineer","2001-05-17","9999-01-01"
234780,"Fan","Selvestrel","Engineer","1996-09-23","9999-01-01"
234785,"Eric","Sgarro","Assistant Engineer","1999-07-07","9999-01-01"
234786,"Paloma","Iivonen","Senior Staff","1997-11-07","9999-01-01"
234805,"Parto","Mateescu","Senior Staff","1999-04-20","9999-01-01"
234810,"Arun","Usery","Staff","1996-05-08","9999-01-01"
234818,"Mana","Porenta","Senior Staff","1998-09-28","9999-01-01"
234821,"Henk","Adachi","Engineer","1997-09-09","9999-01-01"
234824,"Masako","Ertl","Staff","1999-05-24","9999-01-01"
234828,"Lijie","Zallocco","Engineer","1995-02-22","2000-02-22"
234828,"Lijie","Zallocco","Senior Engineer","2000-02-22","9999-01-01"
234835,"Tzvetan","Perelgut","Staff","1998-12-29","9999-01-01"
234844,"Mantis","Sankaranarayanan","Engineer","1996-12-15","9999-01-01"
234845,"Gudjon","Baez","Staff","1997-08-12","9999-01-01"
234851,"Uri","Comellas","Engineer","1999-01-17","9999-01-01"
234858,"Gully","Ressouche","Staff","1999-08-29","9999-01-01"
234863,"Godehard","Birnbaum","Senior Engineer","1997-02-28","9999-01-01"
234879,"Yifei","Onuegbe","Engineer","1998-12-14","9999-01-01"
234886,"Kristof","Perly","Staff","1997-10-11","9999-01-01"
234895,"Golgen","Giaccio","Technique Leader","1999-05-16","9999-01-01"
234914,"Xuejia","Stasinski","Assistant Engineer","1995-07-11","9999-01-01"
234915,"Zhonghua","Cochrane","Staff","1996-04-12","9999-01-01"
234924,"Stein","Kading","Staff","1998-08-31","9999-01-01"
234935,"Honglan","Vieth","Technique Leader","1997-06-04","9999-01-01"
234938,"Kiyomitsu","Hooghiemstra","Staff","1999-02-19","9999-01-01"
234944,"Kristine","Swen","Engineer","1996-12-09","2001-12-09"
234944,"Kristine","Swen","Senior Engineer","2001-12-09","9999-01-01"
234947,"Domenick","VanScheik","Staff","1998-04-16","9999-01-01"
234953,"Vojin","Duclos","Engineer","1997-03-12","9999-01-01"
234957,"Arun","Benzaken","Technique Leader","1999-04-26","9999-01-01"
234988,"Shuzo","Halevi","Senior Staff","2002-01-17","9999-01-01"
234988,"Shuzo","Halevi","Staff","1995-01-17","2002-01-17"
234994,"Yurij","Baumann","Engineer","1997-08-23","9999-01-01"
234997,"Marsja","Jansch","Staff","1997-10-02","9999-01-01"
234999,"Nidapan","Ruther","Engineer","1997-10-29","9999-01-01"
235009,"Chikako","Yoshizawa","Assistant Engineer","1999-08-10","9999-01-01"
235037,"Naraig","Birge","Engineer","1997-03-09","9999-01-01"
235087,"Moie","Bellone","Staff","1998-03-20","9999-01-01"
235102,"Kolar","Manders","Staff","1995-10-20","9999-01-01"
235108,"Remmert","Greibach","Engineer","1999-03-10","9999-01-01"
235113,"Zhiwei","Chaudhury","Senior Staff","2002-01-26","9999-01-01"
235113,"Zhiwei","Chaudhury","Staff","1997-01-26","2002-01-26"
235157,"Tru","Butner","Engineer","1996-11-20","9999-01-01"
235166,"Jixiang","Swiler","Assistant Engineer","1999-06-03","9999-01-01"
235193,"Mong","Motley","Senior Staff","1996-07-29","9999-01-01"
235202,"Guoxiang","Ernst","Engineer","1995-05-04","2002-05-04"
235202,"Guoxiang","Ernst","Senior Engineer","2002-05-04","9999-01-01"
235204,"Stamatina","Masada","Senior Staff","2002-05-28","9999-01-01"
235204,"Stamatina","Masada","Staff","1997-05-28","2002-05-28"
235213,"Jeanne","Jenevein","Engineer","1999-12-28","9999-01-01"
235221,"Ebbe","Danlos","Engineer","1999-10-26","9999-01-01"
235224,"Bowen","Cochrane","Staff","1999-04-14","9999-01-01"
235228,"Sreekrishna","Luan","Engineer","1995-07-07","2001-07-06"
235228,"Sreekrishna","Luan","Senior Engineer","2001-07-06","9999-01-01"
235235,"Ottavia","Zschoche","Senior Staff","1997-12-24","9999-01-01"
235237,"Somnath","Duclos","Engineer","1998-12-12","9999-01-01"
235252,"Ortrud","Zeidenstein","Staff","1995-07-28","9999-01-01"
235288,"Sastry","Bugaenko","Senior Staff","2001-07-28","9999-01-01"
235288,"Sastry","Bugaenko","Staff","1995-07-29","2001-07-28"
235289,"Honesty","Ruemmler","Staff","1997-09-14","9999-01-01"
235292,"Younwoo","Neimat","Senior Staff","2002-04-26","9999-01-01"
235292,"Younwoo","Neimat","Staff","1996-04-26","2002-04-26"
235304,"Satosi","Rossi","Senior Engineer","1996-03-10","9999-01-01"
235308,"Lena","Buchter","Staff","1996-08-06","9999-01-01"
235312,"Lene","Salverda","Technique Leader","1998-04-23","9999-01-01"
235313,"Kazunori","Farrar","Senior Engineer","1997-06-26","9999-01-01"
235333,"Masaru","Bratsberg","Staff","1998-06-07","9999-01-01"
235342,"Kazuhira","DasSarma","Engineer","1999-10-05","9999-01-01"
235370,"Jixiang","Bridgland","Senior Engineer","1999-03-02","9999-01-01"
235378,"Charmane","Pews","Engineer","1999-06-03","9999-01-01"
235392,"Fun","Broder","Staff","1998-01-18","9999-01-01"
235401,"Ohad","Wynblatt","Senior Engineer","1997-10-25","9999-01-01"
235413,"Isaac","Hutton","Assistant Engineer","1998-09-27","9999-01-01"
235434,"Baoqiu","Munro","Staff","1997-09-07","9999-01-01"
235449,"Mong","Prochazka","Staff","2000-01-25","9999-01-01"
235452,"Henk","Pehl","Assistant Engineer","1995-04-10","2001-04-09"
235452,"Henk","Pehl","Engineer","2001-04-09","9999-01-01"
235471,"Lein","Roohalamini","Engineer","1997-08-05","9999-01-01"
235477,"Ger","Farrar","Technique Leader","1999-10-11","9999-01-01"
235490,"Aleksander","Validov","Staff","1996-04-07","9999-01-01"
235503,"Vasiliy","Dengi","Engineer","1997-09-02","9999-01-01"
235514,"Goncalo","Chenney","Engineer","1996-04-25","2001-04-25"
235514,"Goncalo","Chenney","Senior Engineer","2001-04-25","9999-01-01"
235515,"Sachio","Pettey","Engineer","1998-03-05","9999-01-01"
235525,"Saddek","Clemencon","Senior Staff","2001-06-10","9999-01-01"
235525,"Saddek","Clemencon","Staff","1995-06-11","2001-06-10"
235536,"Radhia","Benner","Staff","1999-06-01","9999-01-01"
235567,"Seshu","Rebaine","Engineer","1997-05-09","9999-01-01"
235604,"Leen","Esteva","Senior Staff","2001-09-01","9999-01-01"
235604,"Leen","Esteva","Staff","1995-09-02","2001-09-01"
235612,"Bojan","Pesch","Engineer","1998-01-27","9999-01-01"
235632,"Chenxi","Koshino","Assistant Engineer","1998-04-30","9999-01-01"
235637,"Paddy","Zallocco","Senior Staff","2001-07-26","9999-01-01"
235637,"Paddy","Zallocco","Staff","1995-07-27","2001-07-26"
235664,"Tzvetan","Lanzelotte","Engineer","1995-05-05","2001-05-04"
235664,"Tzvetan","Lanzelotte","Senior Engineer","2001-05-04","9999-01-01"
235668,"Nigel","Babu","Senior Engineer","1999-11-14","9999-01-01"
235670,"Shmuel","Marciano","Engineer","1998-02-16","9999-01-01"
235671,"Suebskul","Ferriere","Engineer","1996-05-07","2001-05-07"
235671,"Suebskul","Ferriere","Senior Engineer","2001-05-07","9999-01-01"
235696,"Mary","Uhrik","Engineer","1996-02-21","9999-01-01"
